bug: abort in add_browser, pair: (abort, gettimeofday), support: 16, confidence: 80.00%
bug: run_cleanups in apr_memcache_set, pair: (apr_allocator_mutex_get, run_cleanups), support: 40, confidence: 86.96%
bug: run_cleanups in apr_memcache_set, pair: (apr_allocator_mutex_set, run_cleanups), support: 39, confidence: 84.78%
bug: run_cleanups in apr_memcache_set, pair: (apr_allocator_owner_get, run_cleanups), support: 39, confidence: 84.78%
bug: run_cleanups in apr_pool_destroy, pair: (apr_pool_destroy, run_cleanups), support: 45, confidence: 97.83%
bug: run_cleanups in apr_terminate2, pair: (__errno_location, run_cleanups), support: 37, confidence: 80.43%
bug: run_cleanups in apr_terminate, pair: (__errno_location, run_cleanups), support: 37, confidence: 80.43%
bug: run_cleanups in init_process, pair: (__errno_location, run_cleanups), support: 37, confidence: 80.43%
bug: run_cleanups in just_die, pair: (__errno_location, run_cleanups), support: 37, confidence: 80.43%
bug: run_cleanups in mget_conn_result, pair: (__errno_location, run_cleanups), support: 37, confidence: 80.43%
bug: run_cleanups in startup_children, pair: (apr_allocator_destroy, run_cleanups), support: 39, confidence: 84.78%
bug: run_cleanups in startup_children, pair: (apr_allocator_mutex_set, run_cleanups), support: 39, confidence: 84.78%
bug: run_cleanups in startup_children, pair: (apr_allocator_owner_get, run_cleanups), support: 39, confidence: 84.78%
bug: run_cleanups in thread_pool_func, pair: (__errno_location, run_cleanups), support: 37, confidence: 80.43%
bug: run_cleanups in usage, pair: (__errno_location, run_cleanups), support: 37, confidence: 80.43%
bug: sigemptyset in apr_signal_block, pair: (sigaction, sigemptyset), support: 10, confidence: 83.33%
bug: sigemptyset in apr_signal_unblock, pair: (sigaction, sigemptyset), support: 10, confidence: 83.33%
bug: strerror_r in allow_cmd, pair: (strerror_r, strlen), support: 19, confidence: 82.61%
bug: strerror_r in apr_strerror, pair: (strerror_r, strlen), support: 19, confidence: 82.61%
bug: strerror_r in cgi_child_errfn, pair: (strerror_r, strlen), support: 19, confidence: 82.61%
bug: strerror_r in native_strerror, pair: (apr_error_string, strerror_r), support: 22, confidence: 95.65%
bug: strerror_r in native_strerror, pair: (gai_strerror, strerror_r), support: 22, confidence: 95.65%
bug: strerror_r in native_strerror, pair: (hstrerror, strerror_r), support: 22, confidence: 95.65%
bug: strerror_r in native_strerror, pair: (strerror_r, strlen), support: 19, confidence: 82.61%
bug: strncmp in ap_regcomp, pair: (strlen, strncmp), support: 62, confidence: 81.58%
bug: strncmp in apr_memcache_stats, pair: (strlen, strncmp), support: 62, confidence: 81.58%
bug: strncmp in apr_memcache_version, pair: (strlen, strncmp), support: 62, confidence: 81.58%
bug: strncmp in ap_ssi_get_tag_and_value, pair: (strlen, strncmp), support: 62, confidence: 81.58%
bug: strncmp in check_posix_name, pair: (strlen, strncmp), support: 62, confidence: 81.58%
bug: strncmp in check_serverpath, pair: (strlen, strncmp), support: 62, confidence: 81.58%
bug: strncmp in compile_branch, pair: (strlen, strncmp), support: 62, confidence: 81.58%
bug: strncmp in compile_regex, pair: (strlen, strncmp), support: 62, confidence: 81.58%
bug: strncmp in decodehtml, pair: (strlen, strncmp), support: 62, confidence: 81.58%
bug: strncmp in discard_variant_by_env, pair: (strlen, strncmp), support: 62, confidence: 81.58%
bug: strncmp in parse_negotiate_header, pair: (strlen, strncmp), support: 62, confidence: 81.58%
bug: strncmp in pcre_compile, pair: (strlen, strncmp), support: 62, confidence: 81.58%
bug: strncmp in set_charset_quality, pair: (strlen, strncmp), support: 62, confidence: 81.58%
bug: strncmp in update_stats, pair: (strlen, strncmp), support: 62, confidence: 81.58%
bug: strrchr in add_include_vars, pair: (strlen, strrchr), support: 133, confidence: 90.48%
bug: strrchr in apr_filepath_name_get, pair: (strlen, strrchr), support: 133, confidence: 90.48%
bug: strrchr in apr_getopt, pair: (strlen, strrchr), support: 133, confidence: 90.48%
bug: strrchr in ap_rind, pair: (strlen, strrchr), support: 133, confidence: 90.48%
bug: strrchr in ap_strrchr_c, pair: (strlen, strrchr), support: 133, confidence: 90.48%
bug: strrchr in ap_strrchr, pair: (strlen, strrchr), support: 133, confidence: 90.48%
bug: strrchr in cerr, pair: (strlen, strrchr), support: 133, confidence: 90.48%
bug: strrchr in filter_provider, pair: (strlen, strrchr), support: 133, confidence: 90.48%
bug: strrchr in find_ct, pair: (strlen, strrchr), support: 133, confidence: 90.48%
bug: strrchr in find_desc, pair: (strlen, strrchr), support: 133, confidence: 90.48%
bug: strrchr in ignore_entry, pair: (strlen, strrchr), support: 133, confidence: 90.48%
bug: strrchr in init_process, pair: (strlen, strrchr), support: 133, confidence: 90.48%
bug: strrchr in make_parent_entry, pair: (strlen, strrchr), support: 133, confidence: 90.48%
bug: strrchr in serr, pair: (strlen, strrchr), support: 133, confidence: 90.48%
bug: strspn in log_cookie, pair: (gethostbyname_r, strspn), support: 15, confidence: 93.75%
bug: strspn in log_cookie, pair: (__h_errno_location, strspn), support: 15, confidence: 93.75%
bug: strspn in log_cookie, pair: (inet_addr, strspn), support: 15, confidence: 93.75%
bug: strtol in apr_uri_parse_hostinfo, pair: (__errno_location, strtol), support: 24, confidence: 88.89%
bug: strtol in apr_uri_parse, pair: (__errno_location, strtol), support: 24, confidence: 88.89%
bug: strtol in ap_set_int_slot, pair: (__errno_location, strtol), support: 24, confidence: 88.89%
bug: stuffbuffer in ap_http_chunk_filter, pair: (apr_thread_mutex_lock, stuffbuffer), support: 84, confidence: 85.71%
bug: stuffbuffer in ap_http_chunk_filter, pair: (apr_thread_mutex_unlock, stuffbuffer), support: 84, confidence: 85.71%
bug: stuffbuffer in ap_log_cerror, pair: (apr_os_strerror, stuffbuffer), support: 87, confidence: 88.78%
bug: stuffbuffer in ap_log_cerror, pair: (native_strerror, stuffbuffer), support: 87, confidence: 88.78%
bug: stuffbuffer in ap_log_error, pair: (apr_os_strerror, stuffbuffer), support: 87, confidence: 88.78%
bug: stuffbuffer in ap_log_error, pair: (native_strerror, stuffbuffer), support: 87, confidence: 88.78%
bug: stuffbuffer in ap_log_perror, pair: (apr_os_strerror, stuffbuffer), support: 87, confidence: 88.78%
bug: stuffbuffer in ap_log_perror, pair: (native_strerror, stuffbuffer), support: 87, confidence: 88.78%
bug: stuffbuffer in ap_log_rerror, pair: (apr_os_strerror, stuffbuffer), support: 87, confidence: 88.78%
bug: stuffbuffer in ap_log_rerror, pair: (native_strerror, stuffbuffer), support: 87, confidence: 88.78%
bug: stuffbuffer in ap_open_piped_log_ex, pair: (apr_os_strerror, stuffbuffer), support: 87, confidence: 88.78%
bug: stuffbuffer in ap_open_piped_log_ex, pair: (native_strerror, stuffbuffer), support: 87, confidence: 88.78%
bug: stuffbuffer in ap_open_piped_log, pair: (strcpy, stuffbuffer), support: 95, confidence: 96.94%
bug: stuffbuffer in ap_process_resource_config, pair: (strcpy, stuffbuffer), support: 95, confidence: 96.94%
bug: stuffbuffer in apr_brigade_printf, pair: (apr_thread_mutex_lock, stuffbuffer), support: 84, confidence: 85.71%
bug: stuffbuffer in apr_brigade_printf, pair: (apr_thread_mutex_unlock, stuffbuffer), support: 84, confidence: 85.71%
bug: stuffbuffer in apr_brigade_vprintf, pair: (apr_os_strerror, stuffbuffer), support: 87, confidence: 88.78%
bug: stuffbuffer in apr_brigade_vprintf, pair: (apr_thread_mutex_lock, stuffbuffer), support: 84, confidence: 85.71%
bug: stuffbuffer in apr_brigade_vprintf, pair: (apr_thread_mutex_unlock, stuffbuffer), support: 84, confidence: 85.71%
bug: stuffbuffer in apr_brigade_vprintf, pair: (native_strerror, stuffbuffer), support: 87, confidence: 88.78%
bug: stuffbuffer in ap_regerror, pair: (apr_thread_mutex_lock, stuffbuffer), support: 84, confidence: 85.71%
bug: stuffbuffer in ap_regerror, pair: (apr_thread_mutex_unlock, stuffbuffer), support: 84, confidence: 85.71%
bug: stuffbuffer in apr_file_printf, pair: (apr_os_strerror, stuffbuffer), support: 87, confidence: 88.78%
bug: stuffbuffer in apr_file_printf, pair: (native_strerror, stuffbuffer), support: 87, confidence: 88.78%
bug: stuffbuffer in ap_rprintf, pair: (apr_thread_mutex_lock, stuffbuffer), support: 84, confidence: 85.71%
bug: stuffbuffer in ap_rprintf, pair: (apr_thread_mutex_unlock, stuffbuffer), support: 84, confidence: 85.71%
bug: stuffbuffer in apr_pvsprintf, pair: (apr_os_strerror, stuffbuffer), support: 87, confidence: 88.78%
bug: stuffbuffer in apr_pvsprintf, pair: (native_strerror, stuffbuffer), support: 87, confidence: 88.78%
bug: stuffbuffer in apr_snprintf, pair: (apr_os_strerror, stuffbuffer), support: 87, confidence: 88.78%
bug: stuffbuffer in apr_snprintf, pair: (apr_thread_mutex_lock, stuffbuffer), support: 84, confidence: 85.71%
bug: stuffbuffer in apr_snprintf, pair: (apr_thread_mutex_unlock, stuffbuffer), support: 84, confidence: 85.71%
bug: stuffbuffer in apr_snprintf, pair: (native_strerror, stuffbuffer), support: 87, confidence: 88.78%
bug: stuffbuffer in apr_strfsize, pair: (apr_thread_mutex_lock, stuffbuffer), support: 84, confidence: 85.71%
bug: stuffbuffer in apr_strfsize, pair: (apr_thread_mutex_unlock, stuffbuffer), support: 84, confidence: 85.71%
bug: stuffbuffer in apr_vsnprintf, pair: (apr_os_strerror, stuffbuffer), support: 87, confidence: 88.78%
bug: stuffbuffer in apr_vsnprintf, pair: (apr_thread_mutex_lock, stuffbuffer), support: 84, confidence: 85.71%
bug: stuffbuffer in apr_vsnprintf, pair: (apr_thread_mutex_unlock, stuffbuffer), support: 84, confidence: 85.71%
bug: stuffbuffer in apr_vsnprintf, pair: (native_strerror, stuffbuffer), support: 87, confidence: 88.78%
bug: stuffbuffer in apr_xml_parser_geterror, pair: (apr_thread_mutex_lock, stuffbuffer), support: 84, confidence: 85.71%
bug: stuffbuffer in apr_xml_parser_geterror, pair: (apr_thread_mutex_unlock, stuffbuffer), support: 84, confidence: 85.71%
bug: stuffbuffer in ap_vrprintf, pair: (apr_os_strerror, stuffbuffer), support: 87, confidence: 88.78%
bug: stuffbuffer in ap_vrprintf, pair: (apr_thread_mutex_lock, stuffbuffer), support: 84, confidence: 85.71%
bug: stuffbuffer in ap_vrprintf, pair: (apr_thread_mutex_unlock, stuffbuffer), support: 84, confidence: 85.71%
bug: stuffbuffer in ap_vrprintf, pair: (native_strerror, stuffbuffer), support: 87, confidence: 88.78%
bug: stuffbuffer in dump_a_vhost, pair: (apr_thread_mutex_lock, stuffbuffer), support: 84, confidence: 85.71%
bug: stuffbuffer in dump_a_vhost, pair: (apr_thread_mutex_unlock, stuffbuffer), support: 84, confidence: 85.71%
bug: stuffbuffer in dump_vhost_config, pair: (apr_thread_mutex_lock, stuffbuffer), support: 84, confidence: 85.71%
bug: stuffbuffer in dump_vhost_config, pair: (apr_thread_mutex_unlock, stuffbuffer), support: 84, confidence: 85.71%
bug: stuffbuffer in include_config, pair: (strcpy, stuffbuffer), support: 95, confidence: 96.94%
bug: stuffbuffer in log_request_time, pair: (apr_thread_mutex_lock, stuffbuffer), support: 84, confidence: 85.71%
bug: stuffbuffer in log_request_time, pair: (apr_thread_mutex_unlock, stuffbuffer), support: 84, confidence: 85.71%
bug: stuffbuffer in set_neg_headers, pair: (apr_thread_mutex_lock, stuffbuffer), support: 84, confidence: 85.71%
bug: stuffbuffer in set_neg_headers, pair: (apr_thread_mutex_unlock, stuffbuffer), support: 84, confidence: 85.71%
bug: syslog in ap_init_scoreboard, pair: (apr_thread_mutex_lock, syslog), support: 82, confidence: 88.17%
bug: syslog in ap_init_scoreboard, pair: (apr_thread_mutex_unlock, syslog), support: 82, confidence: 88.17%
bug: syslog in ap_reclaim_child_processes, pair: (apr_thread_mutex_lock, syslog), support: 82, confidence: 88.17%
bug: syslog in ap_reclaim_child_processes, pair: (apr_thread_mutex_unlock, syslog), support: 82, confidence: 88.17%
bug: syslog in ap_relieve_child_processes, pair: (apr_thread_mutex_lock, syslog), support: 82, confidence: 88.17%
bug: syslog in ap_relieve_child_processes, pair: (apr_thread_mutex_unlock, syslog), support: 82, confidence: 88.17%
bug: syslog in ap_remove_loaded_module, pair: (apr_thread_mutex_lock, syslog), support: 82, confidence: 88.17%
bug: syslog in ap_remove_loaded_module, pair: (apr_thread_mutex_unlock, syslog), support: 82, confidence: 88.17%
bug: syslog in ap_setup_listeners, pair: (apr_thread_mutex_lock, syslog), support: 82, confidence: 88.17%
bug: syslog in ap_setup_listeners, pair: (apr_thread_mutex_unlock, syslog), support: 82, confidence: 88.17%
bug: syslog in ap_ssi_parse_string, pair: (apr_thread_mutex_lock, syslog), support: 82, confidence: 88.17%
bug: syslog in ap_ssi_parse_string, pair: (apr_thread_mutex_unlock, syslog), support: 82, confidence: 88.17%
bug: syslog in ap_update_vhost_from_headers, pair: (apr_thread_mutex_lock, syslog), support: 82, confidence: 88.17%
bug: syslog in ap_update_vhost_from_headers, pair: (apr_thread_mutex_unlock, syslog), support: 82, confidence: 88.17%
bug: syslog in is_header_regex, pair: (apr_thread_mutex_lock, syslog), support: 82, confidence: 88.17%
bug: syslog in is_header_regex, pair: (apr_thread_mutex_unlock, syslog), support: 82, confidence: 88.17%
bug: syslog in unixd_pre_config, pair: (apr_thread_mutex_lock, syslog), support: 82, confidence: 88.17%
bug: syslog in unixd_pre_config, pair: (apr_thread_mutex_unlock, syslog), support: 82, confidence: 88.17%
bug: syslog in unixd_set_group, pair: (apr_thread_mutex_lock, syslog), support: 82, confidence: 88.17%
bug: syslog in unixd_set_group, pair: (apr_thread_mutex_unlock, syslog), support: 82, confidence: 88.17%
bug: syslog in unixd_set_user, pair: (apr_thread_mutex_lock, syslog), support: 82, confidence: 88.17%
bug: syslog in unixd_set_user, pair: (apr_thread_mutex_unlock, syslog), support: 82, confidence: 88.17%
bug: table_reindex in apr_table_overlay, pair: (strcasecmp, table_reindex), support: 86, confidence: 98.85%
bug: update_r_in_filters in ap_internal_fast_redirect, pair: (strcasecmp, update_r_in_filters), support: 13, confidence: 86.67%
bug: update_r_in_filters in ap_internal_fast_redirect, pair: (table_reindex, update_r_in_filters), support: 13, confidence: 86.67%
bug: update_r_in_filters in fixup_dflt, pair: (strcasecmp, update_r_in_filters), support: 13, confidence: 86.67%
bug: update_r_in_filters in fixup_dflt, pair: (table_reindex, update_r_in_filters), support: 13, confidence: 86.67%
bug: write in apr_file_flush_locked, pair: (apr_thread_mutex_lock, write), support: 55, confidence: 91.67%
bug: write in apr_file_flush_locked, pair: (apr_thread_mutex_unlock, write), support: 55, confidence: 91.67%
bug: write in apr_file_info_get_locked, pair: (apr_thread_mutex_lock, write), support: 55, confidence: 91.67%
bug: write in apr_file_info_get_locked, pair: (apr_thread_mutex_unlock, write), support: 55, confidence: 91.67%
bug: write in apr_socket_send, pair: (apr_thread_mutex_lock, write), support: 55, confidence: 91.67%
bug: write in apr_socket_send, pair: (apr_thread_mutex_unlock, write), support: 55, confidence: 91.67%
bug: write in file_read_buffered, pair: (apr_thread_mutex_lock, write), support: 55, confidence: 91.67%
bug: write in file_read_buffered, pair: (apr_thread_mutex_unlock, write), support: 55, confidence: 91.67%
bug: write in setptr, pair: (apr_thread_mutex_lock, write), support: 55, confidence: 91.67%
bug: write in setptr, pair: (apr_thread_mutex_unlock, write), support: 55, confidence: 91.67%
bug: writev in apr_socket_sendfile, pair: (apr_thread_mutex_lock, writev), support: 19, confidence: 82.61%
bug: writev in apr_socket_sendfile, pair: (apr_thread_mutex_unlock, writev), support: 19, confidence: 82.61%
bug: writev in apr_socket_sendv, pair: (apr_thread_mutex_lock, writev), support: 19, confidence: 82.61%
bug: writev in apr_socket_sendv, pair: (apr_thread_mutex_unlock, writev), support: 19, confidence: 82.61%
bug: writev in conn_clean, pair: (apr_thread_mutex_lock, writev), support: 19, confidence: 82.61%
bug: writev in conn_clean, pair: (apr_thread_mutex_unlock, writev), support: 19, confidence: 82.61%
bug: writev in writev_it_all, pair: (apr_thread_mutex_lock, writev), support: 19, confidence: 82.61%
bug: writev in writev_it_all, pair: (apr_thread_mutex_unlock, writev), support: 19, confidence: 82.61%
