bug: abort in add_browser, pair: (abort, lseek), support: 16, confidence: 80.00%
bug: strchr in find_desc, pair: (strchr, strlen), support: 246, confidence: 85.12%
bug: strchr in find_title, pair: (__ctype_b_loc, strchr), support: 238, confidence: 82.35%
bug: strchr in find_title, pair: (strchr, strlen), support: 246, confidence: 85.12%
bug: strchr in get_ptoken, pair: (strchr, strlen), support: 246, confidence: 85.12%
bug: strchr in getsfunc_STRING, pair: (__ctype_b_loc, strchr), support: 238, confidence: 82.35%
bug: strchr in getsfunc_STRING, pair: (strchr, strlen), support: 246, confidence: 85.12%
bug: strchr in inet_pton4, pair: (__ctype_b_loc, strchr), support: 238, confidence: 82.35%
bug: strchr in inet_pton4, pair: (strchr, strlen), support: 246, confidence: 85.12%
bug: strchr in is_token, pair: (strchr, strlen), support: 246, confidence: 85.12%
bug: strchr in log_script_err, pair: (__ctype_b_loc, strchr), support: 238, confidence: 82.35%
bug: strchr in log_script_err, pair: (strchr, strlen), support: 246, confidence: 85.12%
bug: strchr in log_script, pair: (__ctype_b_loc, strchr), support: 238, confidence: 82.35%
bug: strchr in log_script, pair: (strchr, strlen), support: 246, confidence: 85.12%
bug: strchr in looks_like_ip, pair: (strchr, strlen), support: 246, confidence: 85.12%
bug: strchr in make_parent_entry, pair: (strchr, strlen), support: 246, confidence: 85.12%
bug: strchr in server_hostname_port, pair: (__ctype_b_loc, strchr), support: 238, confidence: 82.35%
bug: strchr in set_allow_opts, pair: (__ctype_b_loc, strchr), support: 238, confidence: 82.35%
bug: strchr in set_language_quality, pair: (__ctype_b_loc, strchr), support: 238, confidence: 82.35%
bug: strchr in start_handler, pair: (__ctype_b_loc, strchr), support: 238, confidence: 82.35%
bug: strchr in stat_read_rtime, pair: (__ctype_b_loc, strchr), support: 238, confidence: 82.35%
bug: strchr in stat_read_rtime, pair: (strchr, strlen), support: 246, confidence: 85.12%
bug: strchr in strip_paren_comments, pair: (__ctype_b_loc, strchr), support: 238, confidence: 82.35%
bug: strchr in strip_paren_comments, pair: (strchr, strlen), support: 246, confidence: 85.12%
bug: strchr in translate_userdir, pair: (__ctype_b_loc, strchr), support: 238, confidence: 82.35%
bug: strchr in translate_userdir, pair: (strchr, strlen), support: 246, confidence: 85.12%
bug: strchr in update_stats, pair: (__ctype_b_loc, strchr), support: 238, confidence: 82.35%
bug: strchr in update_stats, pair: (strchr, strlen), support: 246, confidence: 85.12%
bug: strcpy in add_browser, pair: (ntohl, strcpy), support: 181, confidence: 90.05%
bug: strcpy in add_setenvif, pair: (ntohl, strcpy), support: 181, confidence: 90.05%
bug: strcpy in ap_get_mime_headers_core, pair: (apr_cpystrn, strcpy), support: 186, confidence: 92.54%
bug: strcpy in ap_get_mime_headers_core, pair: (apr_error_string, strcpy), support: 183, confidence: 91.04%
bug: strcpy in ap_get_mime_headers_core, pair: (conv_10, strcpy), support: 183, confidence: 91.04%
bug: strcpy in ap_get_mime_headers_core, pair: (conv_p2, strcpy), support: 183, confidence: 91.04%
bug: strcpy in ap_get_mime_headers_core, pair: (__ctype_b_loc, strcpy), support: 194, confidence: 96.52%
bug: strcpy in ap_get_mime_headers_core, pair: (__errno_location, strcpy), support: 190, confidence: 94.53%
bug: strcpy in ap_get_mime_headers_core, pair: (gai_strerror, strcpy), support: 183, confidence: 91.04%
bug: strcpy in ap_get_mime_headers_core, pair: (hstrerror, strcpy), support: 183, confidence: 91.04%
bug: strcpy in ap_get_mime_headers_core, pair: (__isinff, strcpy), support: 183, confidence: 91.04%
bug: strcpy in ap_get_mime_headers_core, pair: (__isinfl, strcpy), support: 183, confidence: 91.04%
bug: strcpy in ap_get_mime_headers_core, pair: (__isinf, strcpy), support: 183, confidence: 91.04%
bug: strcpy in ap_get_mime_headers_core, pair: (__isnanf, strcpy), support: 183, confidence: 91.04%
bug: strcpy in ap_get_mime_headers_core, pair: (__isnanl, strcpy), support: 183, confidence: 91.04%
bug: strcpy in ap_get_mime_headers_core, pair: (__isnan, strcpy), support: 183, confidence: 91.04%
bug: strcpy in ap_get_mime_headers_core, pair: (ntohl, strcpy), support: 181, confidence: 90.05%
bug: strcpy in ap_get_mime_headers_core, pair: (strcpy, strerror_r), support: 183, confidence: 91.04%
bug: strcpy in ap_get_mime_headers, pair: (apr_cpystrn, strcpy), support: 186, confidence: 92.54%
bug: strcpy in ap_get_mime_headers, pair: (apr_error_string, strcpy), support: 183, confidence: 91.04%
bug: strcpy in ap_get_mime_headers, pair: (conv_10, strcpy), support: 183, confidence: 91.04%
bug: strcpy in ap_get_mime_headers, pair: (conv_p2, strcpy), support: 183, confidence: 91.04%
bug: strcpy in ap_get_mime_headers, pair: (__ctype_b_loc, strcpy), support: 194, confidence: 96.52%
bug: strcpy in ap_get_mime_headers, pair: (__errno_location, strcpy), support: 190, confidence: 94.53%
bug: strcpy in ap_get_mime_headers, pair: (gai_strerror, strcpy), support: 183, confidence: 91.04%
bug: strcpy in ap_get_mime_headers, pair: (hstrerror, strcpy), support: 183, confidence: 91.04%
bug: strcpy in ap_get_mime_headers, pair: (__isinff, strcpy), support: 183, confidence: 91.04%
bug: strcpy in ap_get_mime_headers, pair: (__isinfl, strcpy), support: 183, confidence: 91.04%
bug: strcpy in ap_get_mime_headers, pair: (__isinf, strcpy), support: 183, confidence: 91.04%
bug: strcpy in ap_get_mime_headers, pair: (__isnanf, strcpy), support: 183, confidence: 91.04%
bug: strcpy in ap_get_mime_headers, pair: (__isnanl, strcpy), support: 183, confidence: 91.04%
bug: strcpy in ap_get_mime_headers, pair: (__isnan, strcpy), support: 183, confidence: 91.04%
bug: strcpy in ap_get_mime_headers, pair: (ntohl, strcpy), support: 181, confidence: 90.05%
bug: strcpy in ap_get_mime_headers, pair: (strcpy, strerror_r), support: 183, confidence: 91.04%
bug: strcpy in ap_http_chunk_filter, pair: (apr_thread_mutex_lock, strcpy), support: 177, confidence: 88.06%
bug: strcpy in ap_http_chunk_filter, pair: (apr_thread_mutex_unlock, strcpy), support: 177, confidence: 88.06%
bug: strcpy in ap_http_filter, pair: (apr_cpystrn, strcpy), support: 186, confidence: 92.54%
bug: strcpy in ap_http_filter, pair: (apr_error_string, strcpy), support: 183, confidence: 91.04%
bug: strcpy in ap_http_filter, pair: (conv_10, strcpy), support: 183, confidence: 91.04%
bug: strcpy in ap_http_filter, pair: (conv_p2, strcpy), support: 183, confidence: 91.04%
bug: strcpy in ap_http_filter, pair: (gai_strerror, strcpy), support: 183, confidence: 91.04%
bug: strcpy in ap_http_filter, pair: (hstrerror, strcpy), support: 183, confidence: 91.04%
bug: strcpy in ap_http_filter, pair: (__isinff, strcpy), support: 183, confidence: 91.04%
bug: strcpy in ap_http_filter, pair: (__isinfl, strcpy), support: 183, confidence: 91.04%
bug: strcpy in ap_http_filter, pair: (__isinf, strcpy), support: 183, confidence: 91.04%
bug: strcpy in ap_http_filter, pair: (__isnanf, strcpy), support: 183, confidence: 91.04%
bug: strcpy in ap_http_filter, pair: (__isnanl, strcpy), support: 183, confidence: 91.04%
bug: strcpy in ap_http_filter, pair: (__isnan, strcpy), support: 183, confidence: 91.04%
bug: strcpy in ap_http_filter, pair: (ntohl, strcpy), support: 181, confidence: 90.05%
bug: strcpy in ap_http_filter, pair: (strcpy, strerror_r), support: 183, confidence: 91.04%
bug: strcpy in ap_process_http_async_connection, pair: (apr_cpystrn, strcpy), support: 186, confidence: 92.54%
bug: strcpy in ap_process_http_async_connection, pair: (apr_error_string, strcpy), support: 183, confidence: 91.04%
bug: strcpy in ap_process_http_async_connection, pair: (conv_10, strcpy), support: 183, confidence: 91.04%
bug: strcpy in ap_process_http_async_connection, pair: (conv_p2, strcpy), support: 183, confidence: 91.04%
bug: strcpy in ap_process_http_async_connection, pair: (gai_strerror, strcpy), support: 183, confidence: 91.04%
bug: strcpy in ap_process_http_async_connection, pair: (hstrerror, strcpy), support: 183, confidence: 91.04%
bug: strcpy in ap_process_http_async_connection, pair: (__isinff, strcpy), support: 183, confidence: 91.04%
bug: strcpy in ap_process_http_async_connection, pair: (__isinfl, strcpy), support: 183, confidence: 91.04%
bug: strcpy in ap_process_http_async_connection, pair: (__isinf, strcpy), support: 183, confidence: 91.04%
bug: strcpy in ap_process_http_async_connection, pair: (__isnanf, strcpy), support: 183, confidence: 91.04%
bug: strcpy in ap_process_http_async_connection, pair: (__isnanl, strcpy), support: 183, confidence: 91.04%
bug: strcpy in ap_process_http_async_connection, pair: (__isnan, strcpy), support: 183, confidence: 91.04%
bug: strcpy in ap_process_http_async_connection, pair: (ntohl, strcpy), support: 181, confidence: 90.05%
bug: strcpy in ap_process_http_async_connection, pair: (strcpy, strerror_r), support: 183, confidence: 91.04%
bug: strcpy in ap_process_http_connection, pair: (apr_cpystrn, strcpy), support: 186, confidence: 92.54%
bug: strcpy in ap_process_http_connection, pair: (apr_error_string, strcpy), support: 183, confidence: 91.04%
bug: strcpy in ap_process_http_connection, pair: (conv_10, strcpy), support: 183, confidence: 91.04%
bug: strcpy in ap_process_http_connection, pair: (conv_p2, strcpy), support: 183, confidence: 91.04%
bug: strcpy in ap_process_http_connection, pair: (gai_strerror, strcpy), support: 183, confidence: 91.04%
bug: strcpy in ap_process_http_connection, pair: (hstrerror, strcpy), support: 183, confidence: 91.04%
bug: strcpy in ap_process_http_connection, pair: (__isinff, strcpy), support: 183, confidence: 91.04%
bug: strcpy in ap_process_http_connection, pair: (__isinfl, strcpy), support: 183, confidence: 91.04%
bug: strcpy in ap_process_http_connection, pair: (__isinf, strcpy), support: 183, confidence: 91.04%
bug: strcpy in ap_process_http_connection, pair: (__isnanf, strcpy), support: 183, confidence: 91.04%
bug: strcpy in ap_process_http_connection, pair: (__isnanl, strcpy), support: 183, confidence: 91.04%
bug: strcpy in ap_process_http_connection, pair: (__isnan, strcpy), support: 183, confidence: 91.04%
bug: strcpy in ap_process_http_connection, pair: (ntohl, strcpy), support: 181, confidence: 90.05%
bug: strcpy in ap_process_http_connection, pair: (strcpy, strerror_r), support: 183, confidence: 91.04%
bug: strcpy in ap_read_request, pair: (apr_cpystrn, strcpy), support: 186, confidence: 92.54%
bug: strcpy in ap_read_request, pair: (apr_error_string, strcpy), support: 183, confidence: 91.04%
bug: strcpy in ap_read_request, pair: (conv_10, strcpy), support: 183, confidence: 91.04%
bug: strcpy in ap_read_request, pair: (conv_p2, strcpy), support: 183, confidence: 91.04%
bug: strcpy in ap_read_request, pair: (gai_strerror, strcpy), support: 183, confidence: 91.04%
bug: strcpy in ap_read_request, pair: (hstrerror, strcpy), support: 183, confidence: 91.04%
bug: strcpy in ap_read_request, pair: (__isinff, strcpy), support: 183, confidence: 91.04%
bug: strcpy in ap_read_request, pair: (__isinfl, strcpy), support: 183, confidence: 91.04%
bug: strcpy in ap_read_request, pair: (__isinf, strcpy), support: 183, confidence: 91.04%
bug: strcpy in ap_read_request, pair: (__isnanf, strcpy), support: 183, confidence: 91.04%
bug: strcpy in ap_read_request, pair: (__isnanl, strcpy), support: 183, confidence: 91.04%
bug: strcpy in ap_read_request, pair: (__isnan, strcpy), support: 183, confidence: 91.04%
bug: strcpy in ap_read_request, pair: (ntohl, strcpy), support: 181, confidence: 90.05%
bug: strcpy in ap_read_request, pair: (strcpy, strerror_r), support: 183, confidence: 91.04%
bug: strcpy in ap_regerror, pair: (apr_thread_mutex_lock, strcpy), support: 177, confidence: 88.06%
bug: strcpy in ap_regerror, pair: (apr_thread_mutex_unlock, strcpy), support: 177, confidence: 88.06%
bug: strcpy in apr_ipsubnet_create, pair: (apr_cpystrn, strcpy), support: 186, confidence: 92.54%
bug: strcpy in apr_ipsubnet_create, pair: (apr_error_string, strcpy), support: 183, confidence: 91.04%
bug: strcpy in apr_ipsubnet_create, pair: (conv_10, strcpy), support: 183, confidence: 91.04%
bug: strcpy in apr_ipsubnet_create, pair: (conv_p2, strcpy), support: 183, confidence: 91.04%
bug: strcpy in apr_ipsubnet_create, pair: (gai_strerror, strcpy), support: 183, confidence: 91.04%
bug: strcpy in apr_ipsubnet_create, pair: (hstrerror, strcpy), support: 183, confidence: 91.04%
bug: strcpy in apr_ipsubnet_create, pair: (__isinff, strcpy), support: 183, confidence: 91.04%
bug: strcpy in apr_ipsubnet_create, pair: (__isinfl, strcpy), support: 183, confidence: 91.04%
bug: strcpy in apr_ipsubnet_create, pair: (__isinf, strcpy), support: 183, confidence: 91.04%
bug: strcpy in apr_ipsubnet_create, pair: (__isnanf, strcpy), support: 183, confidence: 91.04%
bug: strcpy in apr_ipsubnet_create, pair: (__isnanl, strcpy), support: 183, confidence: 91.04%
bug: strcpy in apr_ipsubnet_create, pair: (__isnan, strcpy), support: 183, confidence: 91.04%
bug: strcpy in apr_ipsubnet_create, pair: (strcpy, strerror_r), support: 183, confidence: 91.04%
bug: strcpy in apr_md5_encode, pair: (apr_error_string, strcpy), support: 183, confidence: 91.04%
bug: strcpy in apr_md5_encode, pair: (apr_thread_mutex_lock, strcpy), support: 177, confidence: 88.06%
bug: strcpy in apr_md5_encode, pair: (apr_thread_mutex_unlock, strcpy), support: 177, confidence: 88.06%
bug: strcpy in apr_md5_encode, pair: (conv_10, strcpy), support: 183, confidence: 91.04%
bug: strcpy in apr_md5_encode, pair: (conv_p2, strcpy), support: 183, confidence: 91.04%
bug: strcpy in apr_md5_encode, pair: (__ctype_b_loc, strcpy), support: 194, confidence: 96.52%
bug: strcpy in apr_md5_encode, pair: (gai_strerror, strcpy), support: 183, confidence: 91.04%
bug: strcpy in apr_md5_encode, pair: (hstrerror, strcpy), support: 183, confidence: 91.04%
bug: strcpy in apr_md5_encode, pair: (__isinff, strcpy), support: 183, confidence: 91.04%
bug: strcpy in apr_md5_encode, pair: (__isinfl, strcpy), support: 183, confidence: 91.04%
bug: strcpy in apr_md5_encode, pair: (__isinf, strcpy), support: 183, confidence: 91.04%
bug: strcpy in apr_md5_encode, pair: (__isnanf, strcpy), support: 183, confidence: 91.04%
bug: strcpy in apr_md5_encode, pair: (__isnanl, strcpy), support: 183, confidence: 91.04%
bug: strcpy in apr_md5_encode, pair: (__isnan, strcpy), support: 183, confidence: 91.04%
bug: strcpy in apr_md5_encode, pair: (ntohl, strcpy), support: 181, confidence: 90.05%
bug: strcpy in apr_md5_encode, pair: (strchr, strcpy), support: 195, confidence: 97.01%
bug: strcpy in apr_md5_encode, pair: (strcpy, strerror_r), support: 183, confidence: 91.04%
bug: strcpy in apr_password_validate, pair: (apr_error_string, strcpy), support: 183, confidence: 91.04%
bug: strcpy in apr_password_validate, pair: (apr_thread_mutex_lock, strcpy), support: 177, confidence: 88.06%
bug: strcpy in apr_password_validate, pair: (apr_thread_mutex_unlock, strcpy), support: 177, confidence: 88.06%
bug: strcpy in apr_password_validate, pair: (conv_10, strcpy), support: 183, confidence: 91.04%
bug: strcpy in apr_password_validate, pair: (conv_p2, strcpy), support: 183, confidence: 91.04%
bug: strcpy in apr_password_validate, pair: (__ctype_b_loc, strcpy), support: 194, confidence: 96.52%
bug: strcpy in apr_password_validate, pair: (gai_strerror, strcpy), support: 183, confidence: 91.04%
bug: strcpy in apr_password_validate, pair: (hstrerror, strcpy), support: 183, confidence: 91.04%
bug: strcpy in apr_password_validate, pair: (__isinff, strcpy), support: 183, confidence: 91.04%
bug: strcpy in apr_password_validate, pair: (__isinfl, strcpy), support: 183, confidence: 91.04%
bug: strcpy in apr_password_validate, pair: (__isinf, strcpy), support: 183, confidence: 91.04%
bug: strcpy in apr_password_validate, pair: (__isnanf, strcpy), support: 183, confidence: 91.04%
bug: strcpy in apr_password_validate, pair: (__isnanl, strcpy), support: 183, confidence: 91.04%
bug: strcpy in apr_password_validate, pair: (__isnan, strcpy), support: 183, confidence: 91.04%
bug: strcpy in apr_password_validate, pair: (ntohl, strcpy), support: 181, confidence: 90.05%
bug: strcpy in apr_password_validate, pair: (strchr, strcpy), support: 195, confidence: 97.01%
bug: strcpy in apr_password_validate, pair: (strcpy, strerror_r), support: 183, confidence: 91.04%
bug: strcpy in ap_rprintf, pair: (apr_thread_mutex_lock, strcpy), support: 177, confidence: 88.06%
