bug: abort in add_browser, pair: (abort, ap_run_error_log), support: 16, confidence: 80.00%
bug: strcpy in apr_md5_encode, pair: (apr_thread_mutex_unlock, strcpy), support: 145, confidence: 80.11%
bug: strcpy in apr_md5_encode, pair: (__ctype_b_loc, strcpy), support: 158, confidence: 87.29%
bug: strcpy in apr_md5_encode, pair: (gai_strerror, strcpy), support: 151, confidence: 83.43%
bug: strcpy in apr_md5_encode, pair: (strchr, strcpy), support: 152, confidence: 83.98%
bug: strcpy in apr_password_validate, pair: (apr_error_string, strcpy), support: 151, confidence: 83.43%
bug: strcpy in apr_password_validate, pair: (apr_thread_mutex_lock, strcpy), support: 145, confidence: 80.11%
bug: strcpy in apr_password_validate, pair: (apr_thread_mutex_unlock, strcpy), support: 145, confidence: 80.11%
bug: strcpy in apr_password_validate, pair: (__ctype_b_loc, strcpy), support: 158, confidence: 87.29%
bug: strcpy in apr_password_validate, pair: (gai_strerror, strcpy), support: 151, confidence: 83.43%
bug: strcpy in apr_password_validate, pair: (strchr, strcpy), support: 152, confidence: 83.98%
bug: strcpy in ap_rprintf, pair: (apr_thread_mutex_lock, strcpy), support: 145, confidence: 80.11%
bug: strcpy in ap_rprintf, pair: (apr_thread_mutex_unlock, strcpy), support: 145, confidence: 80.11%
bug: strcpy in apr_snprintf, pair: (apr_thread_mutex_lock, strcpy), support: 145, confidence: 80.11%
bug: strcpy in apr_snprintf, pair: (apr_thread_mutex_unlock, strcpy), support: 145, confidence: 80.11%
bug: strcpy in apr_strfsize, pair: (apr_thread_mutex_lock, strcpy), support: 145, confidence: 80.11%
bug: strcpy in apr_strfsize, pair: (apr_thread_mutex_unlock, strcpy), support: 145, confidence: 80.11%
bug: strcpy in apr_table_compress, pair: (apr_error_string, strcpy), support: 151, confidence: 83.43%
bug: strcpy in apr_table_compress, pair: (__ctype_b_loc, strcpy), support: 158, confidence: 87.29%
bug: strcpy in apr_table_compress, pair: (gai_strerror, strcpy), support: 151, confidence: 83.43%
bug: strcpy in apr_table_compress, pair: (strchr, strcpy), support: 152, confidence: 83.98%
bug: strcpy in apr_table_overlap, pair: (apr_error_string, strcpy), support: 151, confidence: 83.43%
bug: strcpy in apr_table_overlap, pair: (__ctype_b_loc, strcpy), support: 158, confidence: 87.29%
bug: strcpy in apr_table_overlap, pair: (gai_strerror, strcpy), support: 151, confidence: 83.43%
bug: strcpy in apr_table_overlap, pair: (strchr, strcpy), support: 152, confidence: 83.98%
bug: strcpy in apr_vformatter, pair: (apr_thread_mutex_lock, strcpy), support: 145, confidence: 80.11%
bug: strcpy in apr_vformatter, pair: (apr_thread_mutex_unlock, strcpy), support: 145, confidence: 80.11%
bug: strcpy in apr_vsnprintf, pair: (apr_thread_mutex_lock, strcpy), support: 145, confidence: 80.11%
bug: strcpy in apr_vsnprintf, pair: (apr_thread_mutex_unlock, strcpy), support: 145, confidence: 80.11%
bug: strcpy in apr_xml_parser_geterror, pair: (apr_thread_mutex_lock, strcpy), support: 145, confidence: 80.11%
bug: strcpy in apr_xml_parser_geterror, pair: (apr_thread_mutex_unlock, strcpy), support: 145, confidence: 80.11%
bug: strcpy in ap_scan_script_header_err_brigade, pair: (apr_error_string, strcpy), support: 151, confidence: 83.43%
bug: strcpy in ap_scan_script_header_err_brigade, pair: (apr_thread_mutex_lock, strcpy), support: 145, confidence: 80.11%
bug: strcpy in ap_scan_script_header_err_brigade, pair: (apr_thread_mutex_unlock, strcpy), support: 145, confidence: 80.11%
bug: strcpy in ap_scan_script_header_err_brigade, pair: (gai_strerror, strcpy), support: 151, confidence: 83.43%
bug: strcpy in ap_scan_script_header_err_core, pair: (apr_error_string, strcpy), support: 151, confidence: 83.43%
bug: strcpy in ap_scan_script_header_err_core, pair: (apr_thread_mutex_lock, strcpy), support: 145, confidence: 80.11%
bug: strcpy in ap_scan_script_header_err_core, pair: (apr_thread_mutex_unlock, strcpy), support: 145, confidence: 80.11%
bug: strcpy in ap_scan_script_header_err_core, pair: (gai_strerror, strcpy), support: 151, confidence: 83.43%
bug: strcpy in ap_scan_script_header_err, pair: (apr_error_string, strcpy), support: 151, confidence: 83.43%
bug: strcpy in ap_scan_script_header_err, pair: (apr_thread_mutex_lock, strcpy), support: 145, confidence: 80.11%
bug: strcpy in ap_scan_script_header_err, pair: (apr_thread_mutex_unlock, strcpy), support: 145, confidence: 80.11%
bug: strcpy in ap_scan_script_header_err, pair: (gai_strerror, strcpy), support: 151, confidence: 83.43%
bug: strcpy in ap_scan_script_header_err_strs, pair: (apr_error_string, strcpy), support: 151, confidence: 83.43%
bug: strcpy in ap_scan_script_header_err_strs, pair: (apr_thread_mutex_lock, strcpy), support: 145, confidence: 80.11%
bug: strcpy in ap_scan_script_header_err_strs, pair: (apr_thread_mutex_unlock, strcpy), support: 145, confidence: 80.11%
bug: strcpy in ap_scan_script_header_err_strs, pair: (gai_strerror, strcpy), support: 151, confidence: 83.43%
bug: strcpy in ap_set_listener, pair: (strchr, strcpy), support: 152, confidence: 83.98%
bug: strcpy in ap_set_name_virtual_host, pair: (strchr, strcpy), support: 152, confidence: 83.98%
bug: strcpy in ap_setup_listeners, pair: (__ctype_b_loc, strcpy), support: 158, confidence: 87.29%
bug: strcpy in ap_setup_listeners, pair: (strchr, strcpy), support: 152, confidence: 83.98%
bug: strcpy in ap_vrprintf, pair: (apr_thread_mutex_lock, strcpy), support: 145, confidence: 80.11%
bug: strcpy in ap_vrprintf, pair: (apr_thread_mutex_unlock, strcpy), support: 145, confidence: 80.11%
bug: strcpy in ap_xml_parse_input, pair: (apr_thread_mutex_lock, strcpy), support: 145, confidence: 80.11%
bug: strcpy in ap_xml_parse_input, pair: (apr_thread_mutex_unlock, strcpy), support: 145, confidence: 80.11%
bug: strcpy in check_password, pair: (apr_error_string, strcpy), support: 151, confidence: 83.43%
bug: strcpy in check_password, pair: (apr_thread_mutex_lock, strcpy), support: 145, confidence: 80.11%
bug: strcpy in check_password, pair: (apr_thread_mutex_unlock, strcpy), support: 145, confidence: 80.11%
bug: strcpy in check_password, pair: (__ctype_b_loc, strcpy), support: 158, confidence: 87.29%
bug: strcpy in check_password, pair: (gai_strerror, strcpy), support: 151, confidence: 83.43%
bug: strcpy in check_password, pair: (strchr, strcpy), support: 152, confidence: 83.98%
bug: strcpy in core_map_to_storage, pair: (apr_error_string, strcpy), support: 151, confidence: 83.43%
bug: strcpy in core_map_to_storage, pair: (gai_strerror, strcpy), support: 151, confidence: 83.43%
bug: strcpy in do_negotiation, pair: (apr_thread_mutex_lock, strcpy), support: 145, confidence: 80.11%
bug: strcpy in do_negotiation, pair: (apr_thread_mutex_unlock, strcpy), support: 145, confidence: 80.11%
bug: strcpy in format_byte_out, pair: (apr_thread_mutex_lock, strcpy), support: 145, confidence: 80.11%
bug: strcpy in format_byte_out, pair: (apr_thread_mutex_unlock, strcpy), support: 145, confidence: 80.11%
bug: strcpy in format_kbyte_out, pair: (apr_thread_mutex_lock, strcpy), support: 145, confidence: 80.11%
bug: strcpy in format_kbyte_out, pair: (apr_thread_mutex_unlock, strcpy), support: 145, confidence: 80.11%
bug: strcpy in handle_autoindex, pair: (apr_error_string, strcpy), support: 151, confidence: 83.43%
bug: strcpy in handle_autoindex, pair: (apr_thread_mutex_lock, strcpy), support: 145, confidence: 80.11%
bug: strcpy in handle_autoindex, pair: (apr_thread_mutex_unlock, strcpy), support: 145, confidence: 80.11%
bug: strcpy in handle_autoindex, pair: (gai_strerror, strcpy), support: 151, confidence: 83.43%
bug: strcpy in handle_config, pair: (apr_error_string, strcpy), support: 151, confidence: 83.43%
bug: strcpy in handle_config, pair: (gai_strerror, strcpy), support: 151, confidence: 83.43%
bug: strcpy in handle_echo, pair: (apr_error_string, strcpy), support: 151, confidence: 83.43%
bug: strcpy in handle_echo, pair: (apr_thread_mutex_lock, strcpy), support: 145, confidence: 80.11%
bug: strcpy in handle_echo, pair: (apr_thread_mutex_unlock, strcpy), support: 145, confidence: 80.11%
bug: strcpy in handle_echo, pair: (gai_strerror, strcpy), support: 151, confidence: 83.43%
bug: strcpy in handle_flastmod, pair: (apr_error_string, strcpy), support: 151, confidence: 83.43%
bug: strcpy in handle_flastmod, pair: (apr_thread_mutex_lock, strcpy), support: 145, confidence: 80.11%
bug: strcpy in handle_flastmod, pair: (apr_thread_mutex_unlock, strcpy), support: 145, confidence: 80.11%
bug: strcpy in handle_flastmod, pair: (gai_strerror, strcpy), support: 151, confidence: 83.43%
bug: strcpy in handle_fsize, pair: (apr_thread_mutex_lock, strcpy), support: 145, confidence: 80.11%
bug: strcpy in handle_fsize, pair: (apr_thread_mutex_unlock, strcpy), support: 145, confidence: 80.11%
bug: strcpy in handle_include, pair: (apr_error_string, strcpy), support: 151, confidence: 83.43%
bug: strcpy in handle_include, pair: (apr_thread_mutex_lock, strcpy), support: 145, confidence: 80.11%
bug: strcpy in handle_include, pair: (apr_thread_mutex_unlock, strcpy), support: 145, confidence: 80.11%
bug: strcpy in handle_include, pair: (gai_strerror, strcpy), support: 151, confidence: 83.43%
bug: strcpy in handle_set, pair: (apr_error_string, strcpy), support: 151, confidence: 83.43%
bug: strcpy in handle_set, pair: (gai_strerror, strcpy), support: 151, confidence: 83.43%
bug: strcpy in index_directory, pair: (apr_error_string, strcpy), support: 151, confidence: 83.43%
bug: strcpy in index_directory, pair: (apr_thread_mutex_lock, strcpy), support: 145, confidence: 80.11%
bug: strcpy in index_directory, pair: (apr_thread_mutex_unlock, strcpy), support: 145, confidence: 80.11%
bug: strcpy in index_directory, pair: (gai_strerror, strcpy), support: 151, confidence: 83.43%
bug: strcpy in init_server_config, pair: (__ctype_b_loc, strcpy), support: 158, confidence: 87.29%
bug: strcpy in init_server_config, pair: (strchr, strcpy), support: 152, confidence: 83.98%
bug: strcpy in is_header_regex, pair: (__ctype_b_loc, strcpy), support: 158, confidence: 87.29%
bug: strcpy in is_header_regex, pair: (strchr, strcpy), support: 152, confidence: 83.98%
bug: strcpy in log_request_time, pair: (apr_thread_mutex_lock, strcpy), support: 145, confidence: 80.11%
bug: strcpy in log_request_time, pair: (apr_thread_mutex_unlock, strcpy), support: 145, confidence: 80.11%
bug: strcpy in output_directories, pair: (apr_thread_mutex_lock, strcpy), support: 145, confidence: 80.11%
bug: strcpy in output_directories, pair: (apr_thread_mutex_unlock, strcpy), support: 145, confidence: 80.11%
bug: strcpy in parse_expr, pair: (apr_error_string, strcpy), support: 151, confidence: 83.43%
bug: strcpy in parse_expr, pair: (apr_thread_mutex_lock, strcpy), support: 145, confidence: 80.11%
bug: strcpy in parse_expr, pair: (apr_thread_mutex_unlock, strcpy), support: 145, confidence: 80.11%
bug: strcpy in parse_expr, pair: (gai_strerror, strcpy), support: 151, confidence: 83.43%
bug: strcpy in parse_ip, pair: (apr_error_string, strcpy), support: 151, confidence: 83.43%
bug: strcpy in parse_ip, pair: (apr_thread_mutex_lock, strcpy), support: 145, confidence: 80.11%
bug: strcpy in parse_ip, pair: (apr_thread_mutex_unlock, strcpy), support: 145, confidence: 80.11%
bug: strcpy in parse_ip, pair: (gai_strerror, strcpy), support: 151, confidence: 83.43%
bug: strcpy in parse_network, pair: (apr_error_string, strcpy), support: 151, confidence: 83.43%
bug: strcpy in parse_network, pair: (apr_thread_mutex_lock, strcpy), support: 145, confidence: 80.11%
bug: strcpy in parse_network, pair: (apr_thread_mutex_unlock, strcpy), support: 145, confidence: 80.11%
bug: strcpy in parse_network, pair: (gai_strerror, strcpy), support: 151, confidence: 83.43%
bug: strcpy in parse_network, pair: (strchr, strcpy), support: 152, confidence: 83.98%
bug: strcpy in set_limit_cpu, pair: (strchr, strcpy), support: 152, confidence: 83.98%
bug: strcpy in set_limit_mem, pair: (strchr, strcpy), support: 152, confidence: 83.98%
bug: strcpy in set_limit_nproc, pair: (strchr, strcpy), support: 152, confidence: 83.98%
bug: strcpy in show_time, pair: (apr_thread_mutex_lock, strcpy), support: 145, confidence: 80.11%
bug: strcpy in show_time, pair: (apr_thread_mutex_unlock, strcpy), support: 145, confidence: 80.11%
bug: strcpy in startup_children, pair: (__ctype_b_loc, strcpy), support: 158, confidence: 87.29%
bug: strcpy in unixd_pre_config, pair: (__ctype_b_loc, strcpy), support: 158, confidence: 87.29%
bug: strcpy in unixd_pre_config, pair: (strchr, strcpy), support: 152, confidence: 83.98%
bug: strcpy in unixd_set_group, pair: (__ctype_b_loc, strcpy), support: 158, confidence: 87.29%
bug: strcpy in unixd_set_group, pair: (strchr, strcpy), support: 152, confidence: 83.98%
bug: strcpy in unixd_set_user, pair: (__ctype_b_loc, strcpy), support: 158, confidence: 87.29%
bug: strcpy in unixd_set_user, pair: (strchr, strcpy), support: 152, confidence: 83.98%
bug: strerror_r in allow_cmd, pair: (apr_thread_mutex_lock, strerror_r), support: 88, confidence: 85.44%
bug: strerror_r in allow_cmd, pair: (apr_thread_mutex_unlock, strerror_r), support: 88, confidence: 85.44%
bug: strerror_r in allow_cmd, pair: (conv_10, strerror_r), support: 97, confidence: 94.17%
bug: strerror_r in allow_cmd, pair: (conv_p2, strerror_r), support: 97, confidence: 94.17%
bug: strerror_r in allow_cmd, pair: (__ctype_b_loc, strerror_r), support: 97, confidence: 94.17%
bug: strerror_r in allow_cmd, pair: (__errno_location, strerror_r), support: 84, confidence: 81.55%
bug: strerror_r in allow_cmd, pair: (__isinff, strerror_r), support: 97, confidence: 94.17%
bug: strerror_r in allow_cmd, pair: (__isinfl, strerror_r), support: 97, confidence: 94.17%
bug: strerror_r in allow_cmd, pair: (__isinf, strerror_r), support: 97, confidence: 94.17%
bug: strerror_r in allow_cmd, pair: (__isnanf, strerror_r), support: 97, confidence: 94.17%
bug: strerror_r in allow_cmd, pair: (__isnanl, strerror_r), support: 97, confidence: 94.17%
bug: strerror_r in allow_cmd, pair: (__isnan, strerror_r), support: 97, confidence: 94.17%
bug: strerror_r in allow_cmd, pair: (strcpy, strerror_r), support: 99, confidence: 96.12%
bug: strerror_r in allow_cmd, pair: (strerror_r, strlen), support: 99, confidence: 96.12%
bug: strerror_r in allow_cmd, pair: (strerror_r, stuffbuffer), support: 92, confidence: 89.32%
bug: strerror_r in ap_http_chunk_filter, pair: (apr_thread_mutex_lock, strerror_r), support: 88, confidence: 85.44%
bug: strerror_r in ap_http_chunk_filter, pair: (apr_thread_mutex_unlock, strerror_r), support: 88, confidence: 85.44%
bug: strerror_r in ap_http_chunk_filter, pair: (__errno_location, strerror_r), support: 84, confidence: 81.55%
bug: strerror_r in ap_open_piped_log_ex, pair: (conv_10, strerror_r), support: 97, confidence: 94.17%
bug: strerror_r in ap_open_piped_log_ex, pair: (conv_p2, strerror_r), support: 97, confidence: 94.17%
bug: strerror_r in ap_open_piped_log_ex, pair: (__ctype_b_loc, strerror_r), support: 97, confidence: 94.17%
bug: strerror_r in ap_open_piped_log_ex, pair: (__errno_location, strerror_r), support: 84, confidence: 81.55%
bug: strerror_r in ap_open_piped_log_ex, pair: (__isinff, strerror_r), support: 97, confidence: 94.17%
bug: strerror_r in ap_open_piped_log_ex, pair: (__isinfl, strerror_r), support: 97, confidence: 94.17%
bug: strerror_r in ap_open_piped_log_ex, pair: (__isinf, strerror_r), support: 97, confidence: 94.17%
bug: strerror_r in ap_open_piped_log_ex, pair: (__isnanf, strerror_r), support: 97, confidence: 94.17%
bug: strerror_r in ap_open_piped_log_ex, pair: (__isnanl, strerror_r), support: 97, confidence: 94.17%
bug: strerror_r in ap_open_piped_log_ex, pair: (__isnan, strerror_r), support: 97, confidence: 94.17%
bug: strerror_r in ap_open_piped_log_ex, pair: (strchr, strerror_r), support: 98, confidence: 95.15%
bug: strerror_r in ap_open_piped_log, pair: (conv_10, strerror_r), support: 97, confidence: 94.17%
bug: strerror_r in ap_open_piped_log, pair: (conv_p2, strerror_r), support: 97, confidence: 94.17%
bug: strerror_r in ap_open_piped_log, pair: (__ctype_b_loc, strerror_r), support: 97, confidence: 94.17%
bug: strerror_r in ap_open_piped_log, pair: (__errno_location, strerror_r), support: 84, confidence: 81.55%
bug: strerror_r in ap_open_piped_log, pair: (__isinff, strerror_r), support: 97, confidence: 94.17%
bug: strerror_r in ap_open_piped_log, pair: (__isinfl, strerror_r), support: 97, confidence: 94.17%
bug: strerror_r in ap_open_piped_log, pair: (__isinf, strerror_r), support: 97, confidence: 94.17%
bug: strerror_r in ap_open_piped_log, pair: (__isnanf, strerror_r), support: 97, confidence: 94.17%
bug: strerror_r in ap_open_piped_log, pair: (__isnanl, strerror_r), support: 97, confidence: 94.17%
