bug: abort in add_browser, pair: (abort, apr_cpystrn), support: 17, confidence: 85.00%
bug: strlen in find_multiple_headers, pair: (apr_thread_mutex_unlock, strlen), support: 396, confidence: 80.82%
bug: strlen in format_byte_out, pair: (apr_thread_mutex_lock, strlen), support: 396, confidence: 80.82%
bug: strlen in format_byte_out, pair: (apr_thread_mutex_unlock, strlen), support: 396, confidence: 80.82%
bug: strlen in format_kbyte_out, pair: (apr_thread_mutex_lock, strlen), support: 396, confidence: 80.82%
bug: strlen in format_kbyte_out, pair: (apr_thread_mutex_unlock, strlen), support: 396, confidence: 80.82%
bug: strlen in form_header_field, pair: (apr_thread_mutex_lock, strlen), support: 396, confidence: 80.82%
bug: strlen in form_header_field, pair: (apr_thread_mutex_unlock, strlen), support: 396, confidence: 80.82%
bug: strlen in get_body, pair: (apr_thread_mutex_lock, strlen), support: 396, confidence: 80.82%
bug: strlen in get_body, pair: (apr_thread_mutex_unlock, strlen), support: 396, confidence: 80.82%
bug: strlen in get_header_line, pair: (apr_thread_mutex_lock, strlen), support: 396, confidence: 80.82%
bug: strlen in get_header_line, pair: (apr_thread_mutex_unlock, strlen), support: 396, confidence: 80.82%
bug: strlen in groups_for_user, pair: (apr_thread_mutex_lock, strlen), support: 396, confidence: 80.82%
bug: strlen in groups_for_user, pair: (apr_thread_mutex_unlock, strlen), support: 396, confidence: 80.82%
bug: strlen in handle_autoindex, pair: (apr_thread_mutex_lock, strlen), support: 396, confidence: 80.82%
bug: strlen in handle_autoindex, pair: (apr_thread_mutex_unlock, strlen), support: 396, confidence: 80.82%
bug: strlen in handle_elif, pair: (apr_thread_mutex_lock, strlen), support: 396, confidence: 80.82%
bug: strlen in handle_elif, pair: (apr_thread_mutex_unlock, strlen), support: 396, confidence: 80.82%
bug: strlen in handle_else, pair: (apr_thread_mutex_lock, strlen), support: 396, confidence: 80.82%
bug: strlen in handle_else, pair: (apr_thread_mutex_unlock, strlen), support: 396, confidence: 80.82%
bug: strlen in handle_endif, pair: (apr_thread_mutex_lock, strlen), support: 396, confidence: 80.82%
bug: strlen in handle_endif, pair: (apr_thread_mutex_unlock, strlen), support: 396, confidence: 80.82%
bug: strlen in handle_exec, pair: (apr_thread_mutex_lock, strlen), support: 396, confidence: 80.82%
bug: strlen in handle_exec, pair: (apr_thread_mutex_unlock, strlen), support: 396, confidence: 80.82%
bug: strlen in handle_if, pair: (apr_thread_mutex_lock, strlen), support: 396, confidence: 80.82%
bug: strlen in handle_if, pair: (apr_thread_mutex_unlock, strlen), support: 396, confidence: 80.82%
bug: strlen in handle_multi, pair: (apr_thread_mutex_lock, strlen), support: 396, confidence: 80.82%
bug: strlen in handle_multi, pair: (apr_thread_mutex_unlock, strlen), support: 396, confidence: 80.82%
bug: strlen in http2env, pair: (apr_thread_mutex_lock, strlen), support: 396, confidence: 80.82%
bug: strlen in http2env, pair: (apr_thread_mutex_unlock, strlen), support: 396, confidence: 80.82%
bug: strlen in include_cgi, pair: (apr_thread_mutex_lock, strlen), support: 396, confidence: 80.82%
bug: strlen in include_cgi, pair: (apr_thread_mutex_unlock, strlen), support: 396, confidence: 80.82%
bug: strlen in in_domain, pair: (apr_thread_mutex_lock, strlen), support: 396, confidence: 80.82%
bug: strlen in in_domain, pair: (apr_thread_mutex_unlock, strlen), support: 396, confidence: 80.82%
bug: strlen in load_module, pair: (apr_thread_mutex_lock, strlen), support: 396, confidence: 80.82%
bug: strlen in load_module, pair: (apr_thread_mutex_unlock, strlen), support: 396, confidence: 80.82%
bug: strlen in log_cookie, pair: (apr_thread_mutex_lock, strlen), support: 396, confidence: 80.82%
bug: strlen in log_cookie, pair: (apr_thread_mutex_unlock, strlen), support: 396, confidence: 80.82%
bug: strlen in log_header_out, pair: (apr_thread_mutex_lock, strlen), support: 396, confidence: 80.82%
bug: strlen in log_header_out, pair: (apr_thread_mutex_unlock, strlen), support: 396, confidence: 80.82%
bug: strlen in log_remote_user, pair: (apr_thread_mutex_lock, strlen), support: 396, confidence: 80.82%
bug: strlen in log_remote_user, pair: (apr_thread_mutex_unlock, strlen), support: 396, confidence: 80.82%
bug: strlen in log_request_time, pair: (apr_thread_mutex_lock, strlen), support: 396, confidence: 80.82%
bug: strlen in log_request_time, pair: (apr_thread_mutex_unlock, strlen), support: 396, confidence: 80.82%
bug: strlen in make_autoindex_entry, pair: (apr_thread_mutex_lock, strlen), support: 396, confidence: 80.82%
bug: strlen in make_autoindex_entry, pair: (apr_thread_mutex_unlock, strlen), support: 396, confidence: 80.82%
bug: strlen in match_version, pair: (apr_thread_mutex_lock, strlen), support: 396, confidence: 80.82%
bug: strlen in match_version, pair: (apr_thread_mutex_unlock, strlen), support: 396, confidence: 80.82%
bug: strlen in mime_match, pair: (apr_thread_mutex_lock, strlen), support: 396, confidence: 80.82%
bug: strlen in mime_match, pair: (apr_thread_mutex_unlock, strlen), support: 396, confidence: 80.82%
bug: strlen in multi_log_transaction, pair: (apr_thread_mutex_lock, strlen), support: 396, confidence: 80.82%
bug: strlen in multi_log_transaction, pair: (apr_thread_mutex_unlock, strlen), support: 396, confidence: 80.82%
bug: strlen in output_directories, pair: (apr_thread_mutex_lock, strlen), support: 396, confidence: 80.82%
bug: strlen in output_directories, pair: (apr_thread_mutex_unlock, strlen), support: 396, confidence: 80.82%
bug: strlen in parse_ip, pair: (apr_thread_mutex_lock, strlen), support: 396, confidence: 80.82%
bug: strlen in parse_ip, pair: (apr_thread_mutex_unlock, strlen), support: 396, confidence: 80.82%
bug: strlen in parse_network, pair: (apr_thread_mutex_lock, strlen), support: 396, confidence: 80.82%
bug: strlen in parse_network, pair: (apr_thread_mutex_unlock, strlen), support: 396, confidence: 80.82%
bug: strlen in read_type_map, pair: (apr_thread_mutex_lock, strlen), support: 396, confidence: 80.82%
bug: strlen in read_type_map, pair: (apr_thread_mutex_unlock, strlen), support: 396, confidence: 80.82%
bug: strlen in read_types_multi, pair: (apr_thread_mutex_lock, strlen), support: 396, confidence: 80.82%
bug: strlen in read_types_multi, pair: (apr_thread_mutex_unlock, strlen), support: 396, confidence: 80.82%
bug: strlen in re_check, pair: (apr_thread_mutex_lock, strlen), support: 396, confidence: 80.82%
bug: strlen in re_check, pair: (apr_thread_mutex_unlock, strlen), support: 396, confidence: 80.82%
bug: strlen in send_all_header_fields, pair: (apr_thread_mutex_lock, strlen), support: 396, confidence: 80.82%
bug: strlen in send_all_header_fields, pair: (apr_thread_mutex_unlock, strlen), support: 396, confidence: 80.82%
bug: strlen in set_accept_quality, pair: (apr_thread_mutex_lock, strlen), support: 396, confidence: 80.82%
bug: strlen in set_accept_quality, pair: (apr_thread_mutex_unlock, strlen), support: 396, confidence: 80.82%
bug: strlen in set_language_quality, pair: (apr_thread_mutex_lock, strlen), support: 396, confidence: 80.82%
bug: strlen in set_language_quality, pair: (apr_thread_mutex_unlock, strlen), support: 396, confidence: 80.82%
bug: strlen in set_user_dir, pair: (apr_thread_mutex_lock, strlen), support: 396, confidence: 80.82%
bug: strlen in set_user_dir, pair: (apr_thread_mutex_unlock, strlen), support: 396, confidence: 80.82%
bug: strlen in show_time, pair: (apr_thread_mutex_lock, strlen), support: 396, confidence: 80.82%
bug: strlen in show_time, pair: (apr_thread_mutex_unlock, strlen), support: 396, confidence: 80.82%
bug: strlen in start_ifversion, pair: (apr_thread_mutex_lock, strlen), support: 396, confidence: 80.82%
bug: strlen in start_ifversion, pair: (apr_thread_mutex_unlock, strlen), support: 396, confidence: 80.82%
bug: strlen in terminate_header, pair: (apr_thread_mutex_lock, strlen), support: 396, confidence: 80.82%
bug: strlen in terminate_header, pair: (apr_thread_mutex_unlock, strlen), support: 396, confidence: 80.82%
bug: strlen in text_size, pair: (apr_thread_mutex_lock, strlen), support: 396, confidence: 80.82%
bug: strlen in text_size, pair: (apr_thread_mutex_unlock, strlen), support: 396, confidence: 80.82%
bug: strlen in validate_status_line, pair: (apr_thread_mutex_lock, strlen), support: 396, confidence: 80.82%
bug: strlen in validate_status_line, pair: (apr_thread_mutex_unlock, strlen), support: 396, confidence: 80.82%
bug: strlen in write_elem, pair: (apr_thread_mutex_lock, strlen), support: 396, confidence: 80.82%
bug: strlen in write_elem, pair: (apr_thread_mutex_unlock, strlen), support: 396, confidence: 80.82%
bug: strlen in write_text, pair: (apr_thread_mutex_lock, strlen), support: 396, confidence: 80.82%
bug: strlen in write_text, pair: (apr_thread_mutex_unlock, strlen), support: 396, confidence: 80.82%
bug: strncmp in ap_pregcomp, pair: (strlen, strncmp), support: 63, confidence: 80.77%
bug: strncmp in ap_regcomp, pair: (strlen, strncmp), support: 63, confidence: 80.77%
bug: strncmp in apr_memcache_stats, pair: (strlen, strncmp), support: 63, confidence: 80.77%
bug: strncmp in apr_memcache_version, pair: (strlen, strncmp), support: 63, confidence: 80.77%
bug: strncmp in ap_ssi_get_tag_and_value, pair: (strlen, strncmp), support: 63, confidence: 80.77%
bug: strncmp in check_posix_name, pair: (strlen, strncmp), support: 63, confidence: 80.77%
bug: strncmp in check_serverpath, pair: (strlen, strncmp), support: 63, confidence: 80.77%
bug: strncmp in compile_branch, pair: (strlen, strncmp), support: 63, confidence: 80.77%
bug: strncmp in compile_regex, pair: (strlen, strncmp), support: 63, confidence: 80.77%
bug: strncmp in decodehtml, pair: (strlen, strncmp), support: 63, confidence: 80.77%
bug: strncmp in discard_variant_by_env, pair: (strlen, strncmp), support: 63, confidence: 80.77%
bug: strncmp in parse_negotiate_header, pair: (strlen, strncmp), support: 63, confidence: 80.77%
bug: strncmp in pcre_compile, pair: (strlen, strncmp), support: 63, confidence: 80.77%
bug: strncmp in set_charset_quality, pair: (strlen, strncmp), support: 63, confidence: 80.77%
bug: strncmp in update_stats, pair: (strlen, strncmp), support: 63, confidence: 80.77%
bug: strrchr in add_browser, pair: (__ctype_b_loc, strrchr), support: 144, confidence: 89.44%
bug: strrchr in add_browser, pair: (strchr, strrchr), support: 141, confidence: 87.58%
bug: strrchr in add_include_vars, pair: (strlen, strrchr), support: 147, confidence: 91.30%
bug: strrchr in add_setenvif_core, pair: (__ctype_b_loc, strrchr), support: 144, confidence: 89.44%
bug: strrchr in add_setenvif_core, pair: (strchr, strrchr), support: 141, confidence: 87.58%
bug: strrchr in add_setenvif, pair: (__ctype_b_loc, strrchr), support: 144, confidence: 89.44%
bug: strrchr in add_setenvif, pair: (strchr, strrchr), support: 141, confidence: 87.58%
bug: strrchr in ap_init_virtual_host, pair: (strchr, strrchr), support: 141, confidence: 87.58%
bug: strrchr in ap_make_dirstr_parent, pair: (__ctype_b_loc, strrchr), support: 144, confidence: 89.44%
bug: strrchr in ap_make_dirstr_parent, pair: (strchr, strrchr), support: 141, confidence: 87.58%
bug: strrchr in ap_mpm_rewrite_args, pair: (__ctype_b_loc, strrchr), support: 144, confidence: 89.44%
bug: strrchr in ap_open_piped_log, pair: (__ctype_b_loc, strrchr), support: 144, confidence: 89.44%
bug: strrchr in ap_open_piped_log, pair: (strchr, strrchr), support: 141, confidence: 87.58%
bug: strrchr in apr_filepath_name_get, pair: (apr_thread_mutex_lock, strrchr), support: 138, confidence: 85.71%
bug: strrchr in apr_filepath_name_get, pair: (apr_thread_mutex_unlock, strrchr), support: 138, confidence: 85.71%
bug: strrchr in apr_filepath_name_get, pair: (__ctype_b_loc, strrchr), support: 144, confidence: 89.44%
bug: strrchr in apr_filepath_name_get, pair: (strchr, strrchr), support: 141, confidence: 87.58%
bug: strrchr in apr_filepath_name_get, pair: (strlen, strrchr), support: 147, confidence: 91.30%
bug: strrchr in apr_getopt_long, pair: (apr_thread_mutex_lock, strrchr), support: 138, confidence: 85.71%
bug: strrchr in apr_getopt_long, pair: (apr_thread_mutex_unlock, strrchr), support: 138, confidence: 85.71%
bug: strrchr in apr_getopt_long, pair: (__ctype_b_loc, strrchr), support: 144, confidence: 89.44%
bug: strrchr in apr_getopt_long, pair: (strchr, strrchr), support: 141, confidence: 87.58%
bug: strrchr in apr_getopt, pair: (apr_thread_mutex_lock, strrchr), support: 138, confidence: 85.71%
bug: strrchr in apr_getopt, pair: (apr_thread_mutex_unlock, strrchr), support: 138, confidence: 85.71%
bug: strrchr in apr_getopt, pair: (__ctype_b_loc, strrchr), support: 144, confidence: 89.44%
bug: strrchr in apr_getopt, pair: (strlen, strrchr), support: 147, confidence: 91.30%
bug: strrchr in ap_rind, pair: (apr_thread_mutex_lock, strrchr), support: 138, confidence: 85.71%
bug: strrchr in ap_rind, pair: (apr_thread_mutex_unlock, strrchr), support: 138, confidence: 85.71%
bug: strrchr in ap_rind, pair: (__ctype_b_loc, strrchr), support: 144, confidence: 89.44%
bug: strrchr in ap_rind, pair: (strchr, strrchr), support: 141, confidence: 87.58%
bug: strrchr in ap_rind, pair: (strlen, strrchr), support: 147, confidence: 91.30%
bug: strrchr in ap_scan_script_header_err_brigade, pair: (apr_thread_mutex_lock, strrchr), support: 138, confidence: 85.71%
bug: strrchr in ap_scan_script_header_err_brigade, pair: (apr_thread_mutex_unlock, strrchr), support: 138, confidence: 85.71%
bug: strrchr in ap_scan_script_header_err_core, pair: (apr_thread_mutex_lock, strrchr), support: 138, confidence: 85.71%
bug: strrchr in ap_scan_script_header_err_core, pair: (apr_thread_mutex_unlock, strrchr), support: 138, confidence: 85.71%
bug: strrchr in ap_scan_script_header_err, pair: (apr_thread_mutex_lock, strrchr), support: 138, confidence: 85.71%
bug: strrchr in ap_scan_script_header_err, pair: (apr_thread_mutex_unlock, strrchr), support: 138, confidence: 85.71%
bug: strrchr in ap_scan_script_header_err_strs, pair: (apr_thread_mutex_lock, strrchr), support: 138, confidence: 85.71%
bug: strrchr in ap_scan_script_header_err_strs, pair: (apr_thread_mutex_unlock, strrchr), support: 138, confidence: 85.71%
bug: strrchr in ap_strrchr_c, pair: (apr_thread_mutex_lock, strrchr), support: 138, confidence: 85.71%
bug: strrchr in ap_strrchr_c, pair: (apr_thread_mutex_unlock, strrchr), support: 138, confidence: 85.71%
bug: strrchr in ap_strrchr_c, pair: (__ctype_b_loc, strrchr), support: 144, confidence: 89.44%
bug: strrchr in ap_strrchr_c, pair: (strchr, strrchr), support: 141, confidence: 87.58%
bug: strrchr in ap_strrchr_c, pair: (strlen, strrchr), support: 147, confidence: 91.30%
bug: strrchr in ap_strrchr, pair: (apr_thread_mutex_lock, strrchr), support: 138, confidence: 85.71%
bug: strrchr in ap_strrchr, pair: (apr_thread_mutex_unlock, strrchr), support: 138, confidence: 85.71%
bug: strrchr in ap_strrchr, pair: (__ctype_b_loc, strrchr), support: 144, confidence: 89.44%
bug: strrchr in ap_strrchr, pair: (strchr, strrchr), support: 141, confidence: 87.58%
bug: strrchr in ap_strrchr, pair: (strlen, strrchr), support: 147, confidence: 91.30%
bug: strrchr in cerr, pair: (apr_thread_mutex_lock, strrchr), support: 138, confidence: 85.71%
bug: strrchr in cerr, pair: (apr_thread_mutex_unlock, strrchr), support: 138, confidence: 85.71%
bug: strrchr in cerr, pair: (__ctype_b_loc, strrchr), support: 144, confidence: 89.44%
bug: strrchr in cerr, pair: (strchr, strrchr), support: 141, confidence: 87.58%
bug: strrchr in cerr, pair: (strlen, strrchr), support: 147, confidence: 91.30%
bug: strrchr in dirsection, pair: (strchr, strrchr), support: 141, confidence: 87.58%
bug: strrchr in filesection, pair: (strchr, strrchr), support: 141, confidence: 87.58%
bug: strrchr in filter_provider, pair: (__ctype_b_loc, strrchr), support: 144, confidence: 89.44%
bug: strrchr in filter_provider, pair: (strlen, strrchr), support: 147, confidence: 91.30%
bug: strrchr in find_ct, pair: (strlen, strrchr), support: 147, confidence: 91.30%
bug: strrchr in find_desc, pair: (apr_thread_mutex_lock, strrchr), support: 138, confidence: 85.71%
bug: strrchr in find_desc, pair: (apr_thread_mutex_unlock, strrchr), support: 138, confidence: 85.71%
bug: strrchr in find_desc, pair: (strlen, strrchr), support: 147, confidence: 91.30%
bug: strrchr in handle_autoindex, pair: (apr_thread_mutex_lock, strrchr), support: 138, confidence: 85.71%
bug: strrchr in handle_autoindex, pair: (apr_thread_mutex_unlock, strrchr), support: 138, confidence: 85.71%
